50      0.031
100     0.208
150     0.968
200     2.961
250     5.800
300    11.426
350    21.773
400    38.918
450    61.118
500    87.507
550   131.550
600   186.533
650   256.303
700   324.096
750   461.267
800   564.018
850   738.516
900   949.452
950  1104.190
1000 1411.761
